id,authors,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
9762,"Robert T. Kiyosaki, Sharon L. Lechter",Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!,3.94,222,546,1929,2759,3163,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9763,Carol Lynch Williams,The Chosen One,3.85,290,902,3243,5073,3918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9764,Frederick Forsyth,The Negotiator,3.95,69,331,2269,3918,2640,https://images.gr-assets.com/books/1320493289m/109510.jpg
9765,"Jim Loehr, Tony Schwartz","The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",4.03,162,445,1908,3092,3529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9766,"Edward Gibbon, Daniel J. Boorstin, Gian Battista Piranesi, Hans-Friedrich Mueller",The Decline and Fall of the Roman Empire,3.96,217,520,2141,3405,3467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9767,"Donald Hall, Barbara Cooney",Ox-Cart Man (Picture Puffin),4.03,295,723,2555,3416,5202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9768,Octavia E. Butler,"Wild Seed (Patternmaster, #1)",4.22,81,301,1605,4150,4863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9769,Jenny Han,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,4.46,101,259,922,2423,6379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9770,حسن الجندي,مخطوطة بن إسحاق: مدينة الموتى,3.76,350,776,2051,2760,2625,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9771,Chevy Stevens,Those Girls,3.85,291,875,2752,4366,3601,https://images.gr-assets.com/books/1462090625m/23014603.jpg
9772,Anne Tyler,The Amateur Marriage,3.59,188,1072,4431,5070,1944,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9773,"Hugh Lofting, Michael Hague","The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",4.0,154,618,3134,4318,4773,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9774,Derek Landy,"Mortal Coil (Skulduggery Pleasant, #5)",4.48,49,133,1069,3544,7268,https://images.gr-assets.com/books/1442456495m/8113344.jpg
9775,"Jeff Lemire, José Villarrubia, Carlos M. Mangual","Sweet Tooth, Volume 1: Out of the Deep Woods",3.9,305,661,2479,4414,3582,https://images.gr-assets.com/books/1406510539m/6954438.jpg
9776,Darynda Jones,"Seventh Grave and No Body (Charley Davidson, #7)",4.4,53,200,1722,5652,8834,https://images.gr-assets.com/books/1394039455m/19286674.jpg
9777,Hugh Howey,Half Way Home,3.7,161,799,3139,3942,2190,https://images.gr-assets.com/books/1374845830m/8428984.jpg
9778,Rafael Sabatini,Captain Blood,4.16,109,348,2034,3975,4888,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9779,"Warren Ellis, Adi Granov",Iron Man: Extremis,4.08,132,442,2052,3461,4127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9780,"H.P. Lovecraft, Les Edwards, Stephen Jones",Necronomicon: The Best Weird Tales,4.29,124,280,1243,2959,4914,https://images.gr-assets.com/books/1264059645m/1335019.jpg
9781,Hiro Fujiwara,Maid-sama! Vol. 02 (Maid-sama! #2),4.53,60,186,992,2175,7101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9782,D.J. Molles,"The Remaining (The Remaining, #1)",4.08,134,423,1655,3426,3654,https://images.gr-assets.com/books/1343344146m/13431827.jpg
9783,"Scott Snyder, Greg Capullo, Jonathan Glapion","Batman, Volume 3: Death of the Family",4.33,88,271,1223,3484,5553,https://images.gr-assets.com/books/1376507913m/17671913.jpg
9784,"E.E. Cummings, Richard S. Kennedy",Selected Poems,4.22,151,344,1740,3688,5355,https://images.gr-assets.com/books/1320891958m/26599.jpg
9785,Mathias Malzieu,La Mécanique du cœur,3.6,537,1540,3787,4163,3209,https://images.gr-assets.com/books/1327407179m/2133827.jpg
9786,Diane Chamberlain,The Good Father,3.94,103,422,2715,4947,3213,https://images.gr-assets.com/books/1328218551m/13035050.jpg
9787,Laura  McBride,We Are Called to Rise,3.94,100,389,2094,4241,2634,https://images.gr-assets.com/books/1403347563m/18271235.jpg
9788,"Amanda Berry, Gina DeJesus, Mary Jordan, Kevin Sullivan",Hope: A Memoir of Survival in Cleveland,4.27,101,195,1180,3301,4325,https://images.gr-assets.com/books/1421708177m/23399022.jpg
9789,Clive Cussler,"Night Probe! (Dirk Pitt, #6)",3.89,64,419,3261,4487,3075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9790,Daniel Quinn,The Story of B: An Adventure of the Mind and Spirit,4.11,116,380,1454,2694,3444,https://images.gr-assets.com/books/1403169485m/214579.jpg
9791,Elisabeth Egan,A Window Opens,3.53,220,907,3464,3597,1422,https://images.gr-assets.com/books/1440378428m/23569783.jpg
9792,"Lucy Sykes, Jo Piazza",The Knockoff,3.63,281,821,3033,3856,1841,https://images.gr-assets.com/books/1415582468m/23012475.jpg
9793,Patricia Highsmith,Strangers on a Train,3.82,195,720,2843,4922,2820,https://images.gr-assets.com/books/1331234879m/15677.jpg
9794,Carol Shields,Unless,3.63,402,1074,3133,3984,2421,https://images.gr-assets.com/books/1327970989m/74462.jpg
9795,Deanna Raybourn,"Silent in the Grave (Lady Julia Grey, #1)",3.91,313,770,3505,6622,4637,https://images.gr-assets.com/books/1483424891m/267869.jpg
9796,"Else Holmelund Minarik, Maurice Sendak","A Kiss for Little Bear (An I Can Read Book) by Minarik, Else Holmelund [1984]",4.31,87,284,1898,3053,6282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9797,"Tom Clancy, Mark Greaney","Command Authority (Jack Ryan Universe, #16)",4.08,100,314,1828,4457,3591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9798,Tite Kubo,"Bleach, Volume 03",4.31,103,317,1723,3207,6205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9799,Diana Gabaldon,"The Space Between (Outlander, #7.5)",4.22,75,296,1816,3827,5101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9800,"Loek Koopmans, Charles Perrault, Anthea Bell",Cinderella,4.22,110,356,1861,2428,5087,https://images.gr-assets.com/books/1393792231m/209631.jpg
9801,Danielle Steel,Zoya,3.95,155,616,2823,3643,3985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9802,Liesl Shurtliff,Rump: The True Story of Rumpelstiltskin,4.04,229,534,2372,4273,4597,https://images.gr-assets.com/books/1343071412m/15766776.jpg
9803,"Stan Berenstain, Jan Berenstain",The Berenstain Bears and Too Much TV,4.0,243,669,2671,2952,4707,https://images.gr-assets.com/books/1457297865m/201138.jpg
9804,C.J. Sansom,"Heartstone (Matthew Shardlake, #5)",4.31,26,152,1317,4275,5064,https://images.gr-assets.com/books/1272182205m/7027569.jpg
9805,Linda Howard,Open Season,4.01,156,588,3505,6043,5288,https://images.gr-assets.com/books/1324869940m/420734.jpg
9806,Eiichirō Oda,"One Piece, Volume 38: Rocketman!! (One Piece, #38)",4.63,61,112,589,1435,6509,https://images.gr-assets.com/books/1397155647m/6801614.jpg
9807,"Penelope Douglas, Jeremy York, Tatiana Sokolov","Corrupt (Devil's Night, #1)",4.04,693,1035,2633,4958,7367,https://images.gr-assets.com/books/1398947518m/21981841.jpg
9808,Elyn R. Saks,The Center Cannot Hold: My Journey Through Madness,4.22,93,286,1282,3168,4145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9809,Marie Kondō,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,3.82,200,926,3476,4616,3578,https://images.gr-assets.com/books/1435598787m/25614984.jpg
9810,Frederick Forsyth,The Afghan,3.64,184,767,2931,3389,1741,https://images.gr-assets.com/books/1309198395m/109509.jpg
9811,"Lynsay Sands, Jeaniene Frost","The Bite Before Christmas (Argeneau, #15.5; Night Huntress, #6.5)",4.16,114,471,2937,5162,6765,https://images.gr-assets.com/books/1328313295m/10518110.jpg
9812,Georgette Heyer,Frederica,4.15,127,391,2365,5430,5613,https://images.gr-assets.com/books/1395082866m/311196.jpg
9813,Natasha Friend,Perfect,3.77,232,961,3362,3746,3347,https://images.gr-assets.com/books/1328750860m/97408.jpg
9814,Kevin J. Anderson,"Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3)",3.67,238,922,3586,3647,2517,https://images.gr-assets.com/books/1327008722m/513207.jpg
9815,Martha Stewart,Martha Stewart's Cupcakes: 175 Inspired Ideas for Everyone's Favorite Treat,4.11,229,369,1493,2404,3841,https://images.gr-assets.com/books/1320443899m/5103512.jpg
9816,Penelope Ward,Neighbor Dearest,4.23,148,438,1925,4879,6418,https://images.gr-assets.com/books/1467960990m/30364931.jpg
9817,Lynsay Sands,Vampires are Forever (Argeneau #8),4.25,61,380,2697,5372,7795,https://images.gr-assets.com/books/1351280934m/1422250.jpg
9818,Justine Korman Fontes,The Lion King (Disney's Wonderful World of Reading),4.48,93,212,1121,1627,6287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9819,Richard Henry Dana Jr.,Two Years Before the Mast: A Sailor's Life at Sea,3.96,203,487,2354,3598,3537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9820,Lisa Scottoline,"Think Twice (Rosato & Associates, #11)",3.62,398,1093,3479,4077,2487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9821,"Amy Brown, Charles  de Lint",The Art of Amy Brown,4.04,299,538,1718,2117,4049,https://images.gr-assets.com/books/1328765892m/245700.jpg
9822,"Martin Waddell, Patrick Benson",Owl Babies,4.19,126,449,2193,3355,5781,https://images.gr-assets.com/books/1408930554m/716944.jpg
9823,Angela Flournoy,The Turner House,3.64,180,755,3453,4627,1645,https://images.gr-assets.com/books/1408469614m/22749750.jpg
9824,Dee Henderson,Danger in the Shadows (O'Malley #0.5),4.33,73,306,1483,3508,6157,https://images.gr-assets.com/books/1406507237m/359463.jpg
9825,Samantha Towle,Trouble,4.0,243,778,3446,6753,5816,https://images.gr-assets.com/books/1363602953m/17257484.jpg
9826,"Ted Andrews, Winston Allen, Margaret K. Andrews",Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,4.25,114,281,1338,2559,4458,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9827,Debbie Macomber,"Summer on Blossom Street (Blossom Street, #6)",4.19,52,248,2092,4300,4975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9828,Maeve Binchy,Whitethorn Woods,3.59,180,1040,4215,4210,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9829,محمد صادق,طه الغريب,3.67,577,886,1626,2098,2548,https://images.gr-assets.com/books/1421427887m/13151637.jpg
9830,Stephanie Kallos,Broken for You,3.8,210,771,2689,4037,2727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9831,Babe Walker,White Girl Problems,3.73,467,954,2185,2784,2983,https://images.gr-assets.com/books/1332504951m/12413949.jpg
9832,Mo Hayder,"Birdman (Jack Caffery, #1)",3.88,250,688,2830,4934,3441,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9833,Mark    Adams,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,3.8,170,535,2778,4400,2348,https://images.gr-assets.com/books/1311704972m/10111087.jpg
9834,Simon Winchester,The Map That Changed the World,3.81,158,597,2684,3817,2532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9835,Sara Donati,"Lake in the Clouds (Wilderness, #3)",4.31,43,128,1239,3962,4810,https://images.gr-assets.com/books/1367533032m/72855.jpg
9836,T.M. Frazier,"Tyrant (King, #2)",4.39,178,434,2009,5479,10667,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9837,Andrew  Smith,Grasshopper Jungle,3.66,752,1360,3093,4229,3643,https://images.gr-assets.com/books/1373059909m/18079719.jpg
9838,"Perry Moore, Andrew Adamson, C.S. Lewis","The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion",4.48,44,84,780,1815,4630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9839,Jean Anouilh,Antigone,3.8,271,1022,3380,4282,3700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9840,Barbara Taylor Sissel,Crooked Little Lies,3.52,234,876,2942,2979,1360,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9841,Joanne Harris,Blackberry Wine,3.78,163,755,3215,4220,2754,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9842,Brandon Stanton,Humans of New York: Stories,4.5,191,211,901,3231,8318,https://images.gr-assets.com/books/1430176879m/24019187.jpg
9843,John Marsden,"The Other Side of Dawn (Tomorrow, #7)",4.21,47,265,1895,4448,5027,https://images.gr-assets.com/books/1331588583m/71867.jpg
9844,Marie Lu,"Life Before Legend: Stories of the Criminal and the Prodigy (Legend, #0.5)",4.02,234,619,3205,4786,5412,https://images.gr-assets.com/books/1358952957m/17235347.jpg
9845,Maya Banks,"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",4.19,222,566,2727,6442,7918,https://images.gr-assets.com/books/1328116176m/13360101.jpg
9846,Judith Kerr,The Tiger Who Came to Tea,4.23,172,417,1741,3030,5605,https://images.gr-assets.com/books/1369858732m/1099097.jpg
9847,Suki Kim,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite",3.85,145,523,2526,4328,2480,https://images.gr-assets.com/books/1405292426m/20685373.jpg
9848,Lois McMaster Bujold,"A Civil Campaign (Vorkosigan Saga, #12)",4.43,33,152,1305,4124,7188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9849,"Joan Aiken, Pat Marriott","The Wolves of Willoughby Chase (The Wolves Chronicles, #1)",4.08,193,581,2901,5305,5763,https://images.gr-assets.com/books/1441688212m/36638.jpg
9850,Andy Weir,The Egg,4.13,212,408,1608,3678,4379,https://images.gr-assets.com/books/1431492647m/17563539.jpg
9851,"Matsuri Hino, Tomo Kimura","Vampire Knight, Vol. 3 (Vampire Knight, #3)",4.27,170,478,2146,3464,7301,https://images.gr-assets.com/books/1317879553m/784222.jpg
9852,Robert Ludlum,The Scarlatti Inheritance,3.82,80,505,3172,4342,2533,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9853,Nick Bruel,Bad Kitty,4.18,243,492,1884,2774,5620,https://images.gr-assets.com/books/1403422027m/690955.jpg
9854,Anita Diamant,The Last Days of Dogtown,3.39,313,1215,3632,3286,1175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9855,Alex Flinn,A Kiss in Time,3.77,386,1493,4944,6108,4958,https://images.gr-assets.com/books/1355870076m/5266667.jpg
9856,"Mary Pope Osborne, Salvatore Murdocca","Mummies in the Morning (Magic Tree House, #3)",3.86,310,940,3588,3585,4633,https://images.gr-assets.com/books/1403192895m/268955.jpg
9857,"Jack Kerouac, Joyce Johnson",Desolation Angels,3.92,104,467,2345,3400,2856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9858,سهراب سپهری,هشت کتاب,4.08,110,276,1052,1692,2380,https://images.gr-assets.com/books/1485890816m/383196.jpg
9859,Hugh Howey,"Beacon 23: The Complete Novel (Beacon 23, #1-5)",3.9,84,491,2423,4289,2622,https://images.gr-assets.com/books/1444683708m/26771521.jpg
9860,Larry McMurtry,The Last Picture Show,3.95,126,479,2492,4656,3319,https://images.gr-assets.com/books/1344275927m/50051.jpg
9861,Eva Ibbotson,A Countess Below Stairs,3.88,336,1090,3934,5764,5095,https://images.gr-assets.com/books/1311649247m/714569.jpg
9862,Kazuo Ishiguro,Nocturnes: Five Stories of Music and Nightfall,3.4,250,1413,4480,3771,1329,https://images.gr-assets.com/books/1320430211m/4772110.jpg
9863,Harry Harrison,"The Stainless Steel Rat (Stainless Steel Rat, #4)",3.93,106,528,2791,4447,3365,https://images.gr-assets.com/books/1328073906m/64394.jpg
9864,"W.G. Sebald, Anthea Bell",Austerlitz,4.04,301,604,1681,3133,4158,https://images.gr-assets.com/books/1327920142m/88442.jpg
9865,"Esther Hicks, Jerry Hicks","Money, and the Law of Attraction: Learning to Attract Wealth, Health, and Happiness",4.24,156,343,1287,2260,4488,https://images.gr-assets.com/books/1418105485m/2505836.jpg
9866,Jeffrey Archer,A Twist in the Tale,3.85,92,415,2725,3942,2434,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9867,Sharon M. Draper,Copper Sun,4.3,107,312,1313,3178,5341,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9868,Anne McCaffrey,"The Rowan (The Tower and the Hive, #1)",4.02,100,714,3100,4708,5156,https://images.gr-assets.com/books/1358551536m/61938.jpg
9869,Lisa Kleypas,"Then Came You (The Gamblers, #1)",3.99,190,779,4076,7318,6046,https://images.gr-assets.com/books/1417410330m/114170.jpg
9870,Erin Hunter,"Dark River (Warriors: Power of Three, #2)",4.27,110,519,2267,3753,7480,https://images.gr-assets.com/books/1363489306m/1231511.jpg
9871,James Lee Burke,"Black Cherry Blues (Dave Robicheaux, #3)",4.17,67,217,1772,4322,4170,https://images.gr-assets.com/books/1314479487m/55019.jpg
9872,Laura  Barnett,The Versions of Us,3.57,382,1170,3457,4250,2087,https://images.gr-assets.com/books/1423155390m/24480276.jpg
9873,Kazu Kibuishi,"The Last Council (Amulet, #4)",4.39,80,223,1376,3727,6831,https://images.gr-assets.com/books/1422047373m/10537195.jpg
9874,Gary Zukav,Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics),4.02,184,397,1691,2931,3200,https://images.gr-assets.com/books/1410138626m/64794.jpg
9875,Johanna Edwards,The Next Big Thing,3.68,301,768,2753,2769,2363,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9876,Melina Marchetta,"Froi of the Exiles (Lumatere Chronicles, #2)",4.3,259,453,1657,4221,7625,https://images.gr-assets.com/books/1306866851m/10165727.jpg
9877,Roger Zelazny,"Trumps of Doom (The Chronicles of Amber, #6)",4.06,67,446,2595,4333,4357,https://images.gr-assets.com/books/1418027077m/536790.jpg
9878,Dan Ariely,The Honest Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves,3.91,142,449,2282,4014,2759,https://images.gr-assets.com/books/1331070373m/13426114.jpg
9879,"Tom Clancy, Mark Greaney","Locked On (Jack Ryan Universe, #14)",3.99,126,406,2059,4193,3192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9880,Lauren Morrill,Meant to Be,3.72,456,1211,4120,4964,3837,https://images.gr-assets.com/books/1331322901m/11721314.jpg
9881,"Jacqueline Wilson, Nick Sharratt",The Illustrated Mum,3.74,290,977,3319,3554,3201,https://images.gr-assets.com/books/1320392229m/511684.jpg
9882,Scott Westerfeld,Afterworlds (Afterworlds #1),3.72,595,1306,3785,5349,4019,https://images.gr-assets.com/books/1396118779m/18367581.jpg
